/m/0x67	African Americans	2
/m/064b9n	Omaha people	5
/m/041rx	Jewish people	1
/m/033tf_	Irish Americans	1
/m/04gfy7	Indian Americans	3
/m/0222qb	Italians	1
/m/01qhm_	German Americans	1
/m/0dryh9k	Indians	3
/m/048sp5	Ezhava	3
/m/04mvp8	Malayali	3
/m/0bzkm2	Taiwanese	3
/m/022fdt	Armenians	1
/m/0cqgdq	Marathi people	3
/m/0ffkb4	Lithuanian American	1
/m/01hwt	Black people	2
/m/0xnvg	Italian Americans	1
/m/0dqqwy	Danish Americans	1
/m/048z7l	American Jews	1
/m/07bch9	Scottish American	1
/m/09v5bdn	Puerto Ricans	4
/m/02w7gg	English people	1
/m/03bkbh	Irish people	1
/m/02vsw1	European Americans	1
/m/09kr66	Russian Americans	1
/m/09vc4s	English American	1
/m/0g0x7_	Gujarati people	3
/m/042gtr	Spanish American	1
/m/0cm7w1	Bihari people	3
/m/046cwm	Nair	3
/m/04dbw3	Cuban American	4
/m/02ctzb	white people	1
/m/0g8_vp	Canadian Americans	1
/m/0g6ff	Russians	1
/m/0278pqj	British Nigerian		2
/m/0301y_	Yoruba people	2
/m/019kn7	Japanese people	3
/m/0cnvdq1	Scandinavian Americans	1
/m/03295l	Filipino Americans	3
/m/065b6q	Swedish Americans	1
/m/03pqwy	Finnish Americans	1
/m/01xhh5	Koreans	3
/m/03ts0c	French	1
/m/06gbnc	Welsh people	1
/m/07hwkr	white Americans	1
/m/0bpjh3	Bengali people	3
/m/0fpjs3j	Uruguayans	4
/m/04nrnz	Iranian people	1
/m/09k5jvk	Mexicans	4
/m/07mqps	Dutch American	1
/m/08hpk0	Hungarian Americans	1
/m/03ttfc	Spaniards	4	1
/m/0d9q7j	Gaud Saraswat Brahmin	3
/m/075_n6	Bunt	3
/m/0dllcfn	Afghans in India	3
/m/025rpb0	Hispanic and Latino Americans	4
/m/06mvq	Swedes	1
/m/029f2r	Sindhis	3
/m/01rv7x	Tamil	3
/m/05sf2x	Italian Canadians	1
/m/01336l	Asian Americans	3
/m/0bh91q8	Guyanese American	2
/m/01g7zj	Mexican American	4
/m/0cn68	Japanese American	3
/m/02sch9	Punjabis	3
/m/0fqp6zk	Bengali Hindus	3
/m/02y_9mh	Kanyakubja Brahmins	3
/m/0d7wh	British people	1
/m/0g96wd	White British	1
/m/047948f	Scottish Australian	1
/m/04ggbzy	White Africans of European ancestry	1
/m/04q7gbh	Americans	1
/m/013xrm	Germans	1
/m/0gkxl2	Stateside Puerto Ricans	4
/m/0dbxy	Cherokee	5
/m/0cmdl5l	Tamil Brahmin	3
/m/0268d21	Serbian Americans	1
/m/0912ll	Dominican American	4
/m/022dp5	Polish Americans	1
/m/019lrz	Austrians	1
/m/03bx0k4	Hongkongers	3
/m/02p_gby	Rusyn American	1
/m/012c1l	French Canadians	1
/m/04y29	Muslim	1
/m/09743	Pashtuns	1
/m/03w9bjf	British Indian people	3
/m/09m6hr	Telugu people	3
/m/0583cz	Kayastha	3
/m/02g7sp	Irish migration to Great Britain	1
/m/063k3h	Scotch-Irish Americans	1
/m/071x0k	Filipino people	3
/m/0bhsnb	Sri Lankan Tamils	3
/m/0bkbz	names of the Greeks	1
/m/0f0gt_	Asian people	3
/m/01kg2v	Brahmin	3
/m/0828vj	Telugu Brahmins	3
/m/08v2k7	Italian Australian	1
/m/03gskx0	Australian American	1
/m/0h2138	Czech Americans	1
/m/0fng3k	Jatt Sikh	3
/m/023mqw	Kashmiri Pandit	3
/m/0222hg	Jats	3
/m/09vmyh	Serbs of Croatia	1
/m/06fczy	Black Irish	2
/m/03lmx1	Scottish people	1
/m/03vv99	British Americans	1
/m/09zyn5	Norwegians	1
/m/0470lk	Bosnians	1
/m/0fj1k9	Sicilian Americans	1
/m/03cbkrf	English Australian	1
/m/0bbz66j	Australians	1
/m/0268_k	Danes	1
/m/04dzwby	French Chilean	1
/m/04y8_bm	Multiracial American	2	3	4	5
/m/0ffhz3	Albanian American	1
/m/0ffj5g	Austrian Americans	1
/m/06j2v	Romani	1
/m/03cjjy0	Greeks in South Africa	1
/m/06v41q	French Americans	1
/m/032j30	Native Hawaiians	5
/m/01n94b	Slovaks	1
/m/0d2by	Chinese Americans	3
/m/038723	Greek American	1
/m/0g5y6	Hungarians	1
/m/09cqth	Romanichal	1
/m/0bymc	Parsi	3
/m/0d8qh0	Indonesian Americans	3
/m/0c2hxm	Colombian Americans	4
/m/04znbg	history of the Jews in the African diaspora	1
/m/027n1m6	Slovak Americans	1
/m/02czfr	Black Canadians	2
/m/0g48m4	Lebanese American	1
/m/01swvz	Anglo-Celtic Australians	1
/m/0462jl6	Pathani	3
/m/025_0f0	Swiss	1
/m/0j6x8	Indigenous Australians	5
/m/01ylpf	Latvians	1
/m/0bnzjx	Criollo people	4
/m/04f581	Norwegian Americans	1
/m/0ch3pqf	Belgians	1
/m/02p4q5p	Portuguese Americans	1
/m/02wcbj_	Bolivian American	4
/m/02jvpv	Kiwi	1
/m/08gzsf	Konkani people	3
/m/02p444n	Cubans	4
/m/07j80c	Samoan American	5
/m/0btrm4	Armenian American	1
/m/04608z	Afro Trinidadians and Tobagonians	2
/m/065z7w_	Moroccan Americans	1
/m/033njm	Irish Canadians	1
/m/02rbdlq	Scottish Canadians	1
/m/01xttr	Kannada people	1
/m/062_25	Italian Brazilians	4
/m/01nbcy	Taiwanese Americans	3
/m/02cm28	English Canadians	1
/m/0fqz6	Cajun	1
/m/047bp1r	Colombian Australian	4
/m/0bs7l_v	Pakistanis	3
/m/02qv_h_	Syrian Americans	1
/m/0dv5vw	Pacific Islander Americans	5
/m/026c9dq	Chilean American	1
/m/0b__fv3	Tamil Americans	3
/m/018s6c	Israelis	1
/m/03yk6g	Afro-Cuban	2
/m/05l3g_	Dutch	1
/m/0ckk60	White South Africans	1
/m/0bfjm7	Welsh American	1
/m/04jq32s	Nepali Indian	3
/m/0790v	Slavs	1
/m/01trsl	First Nations	5
/m/03cdk7b	British Pakistanis	3
/m/02q206y	Iranians in the United Kingdom	1
/m/05g0f1	Akan people	2
/m/067lwk	Croatian Canadians	1
/m/05748	Māori	5
/m/033qxt	Mizrahi Jews	1
/m/097nms	Black British	2
/m/04czx7	Chinese Filipino	3
/m/08xbxs	Pakistani Canadians	3
/m/0432mrk	indigenous peoples of the Americas	5
/m/059_w	Native Americans in the United States	5
/m/01ywdy	Estonians	1
/m/0289z8v	Dalmatian Italians	1
/m/013b6_	Ashkenazi Jews	1
/m/03f3sf	Romanian Americans	1
/m/017sq0	Eurasian	3	1
/m/04_hr_	Chinese Singaporeans	3
/m/071drf	Chaliyan	3
/m/01j2qv	Korean American	3
/m/0640_7q	History of the Jews in Morocco	1
/m/0dj8k3	British Jews	1
/m/0466nw8	Lebanese	1
/m/07d_p8	Catalan people	1
/m/078vc	Sikh	3
/m/09gp4	Belarusians	1
/m/06lshc	Niyogi	3
/m/016f5d	Blackfoot Confederacy	5
/m/04mmhj	British Chinese	3
/m/067lts	Polish Canadians	1
/m/0761bp	Chitrapur Saraswat Brahmin	3
/m/06rd7	Sámi people	1
/m/095mw2	Soviet people	1
/m/09y7x4	Filipino Australians	3
/m/08cjt2	Karnataka Brahmins	3
/m/013s3n	Czechs	1
/m/0g4pffv	Russian Canadians	1
/m/09gk_6h	Argentines	4
/m/034s7b	Anglo-Indian people	3
/m/0ffjqy	Croatian Americans	1
/m/0fk1z	Hispanic	4
/m/074w_m	Tulu people	3
/m/03cl2pz	Serbs in the United Kingdom	1
/m/07gzw5	Kapampangan people	3
/m/086wp0	Ilocano people	3
/m/01g0y_	Ojibwe	5
/m/04k02l	Marwari people	3
/m/02p7gyv	Brazilian Americans	4
/m/03sx6v	German Canadians	1
/m/0bfrrj	Mohyal	3
/m/02pzb09	Castilians	1
/m/052r3t	Bhutia	3
/m/0268pvf	Iraqi Americans	1
/m/013s2p	Bosniaks	1
/m/09chmw	Filipino people of Spanish ancestry	3
/m/0ft9bs	Sri Lankan Tamil diaspora	3
/m/013b7g	Sephardi Jews	1
/m/02r_qms	Brazilians	4
/m/0cx3p	Berbers	1
/m/026cybk	Serbian Canadians	1
/m/04ydrsn	Israeli Americans	1
/m/067lrj	Greek Canadians	1
/m/0c3wsgg	Moroccans	1
/m/04zjjt	history of the Jews in India	1	3
/m/0180zw	Kikuyu	2
/m/0hj35	Xhosa people	2
/m/025tvhm	Egyptians	1
/m/01p7s6	Poles	1
/m/02rp50t	Dutch Australian	1
/m/025x6k1	Serbs in North Macedonia	1
/m/0150zs	Arab Americans	1
/m/0j4w_	Croats	1
/m/04l_pt	Thai Chinese people	3
/m/0br_8h	Galicians	1
/m/0266mf0	Palestinian American	1
/m/03cnzsg	Welsh Italians	1
/m/04hlx1	Greek Cypriots	1
/m/0288fw3	Poles in the United Kingdom	1
/m/02vkw95	Ecuadorian Americans	4
/m/01sq7s	Mohawk people	5
/m/03r_k	Inuit	5
/m/0fk3s	Sioux	5
/m/046j25	Lumbee	5
/m/0338zd	Malaysian Chinese	3
/m/027lf0d	Hindkowans	3
/m/0152s7	Anglo-Irish people	1
/m/03d19xz	Canadians in the United Kingdom	1
/m/0520604	Mangaloreans	3
/m/04_tz7	Slovene American	1
/m/01vsch	Aromanians	1
/m/01d7kx	Swedish-speaking population of Finland	1
/m/051wcch	Bulgarian Canadians	1
/m/0738n4	Hmong American	3
/m/0ffjvd	Ukrainian Americans	1
/m/051x6yk	Arabs in Bulgaria	1
/m/05sycg	British Asian	3
/m/0fp54b	Koryo-saram	3
/m/027vy0s	White Latin American	1	4
/m/0gf5k1	Italians in the United Kingdom	1
/m/07g8yp	Burmese Americans	3
/m/0318mh	Finns	1
/m/07hyjp	Irish Australian	1
/m/01c034	Lao people	3
/m/09fqz7	Croatian Australian	1
/m/03ndvw	Vietnamese people	3
/m/0b79c7	Kashmiri people	3
/m/0665pp	Rohilla	3
/m/03d26m9	Hondurans	4
/m/04lhn7b	South African American	2
/m/03h1dq9	Indian diaspora in France	3
/m/0152wh	Chinese Indonesians	3
/m/0960kn	Danish Canadians	1
/m/012f86	Ukrainians	1
/m/03wbmrc	Ghanaian American	2
/m/0dqrh8	Polish Australian	1
/m/07n8wy	Agrawal	3
/m/01267	Albanians	1
/m/01mw1s	Chinese Canadians	3
/m/02gx2x	Javanese people	3
/m/03x_lpj	Sudanese Arabs	2
/m/02rm7_9	Peruvians in the United Kingdom	4
/m/04csgrq	Sierra Leoneans in the United Kingdom	2
/m/05qb937	Venezuelans	4
/m/0xff	Arabs	1
/m/05vhv7	Mudaliar	3
/m/078ds	Sinhalese	3
/m/0dq1q	Cree	5
/m/04wy6k	Cambodian Americans	3
/m/03vghh	Portuguese	1
/m/0d32d1	Chinese Jamaicans	3
/m/0c41n	Acadians	1
/m/09snp5	Muhajir	3
/m/0fxmtg	Honduran Americans	4
/m/02r11hz	Lebanese immigration to Mexico	4
/m/0268xtg	Serbian Australian	1
/m/026kx7g	Colombians	4
/m/09tqq8q	Ghanaians	2
/m/03kbr	Hindu	3
/m/05c60ml	Chileans	4
/m/05mtdy	Indo-Canadians	5
/m/064pj	Persians	1
/m/026zlyd	African people	2
/m/08yg47	Bengali Brahmins	3
/m/03x_fq7	Aboriginal Australians	5
/m/06k6sl	Swedish Canadians	1
/m/0b8yvr	Sudanese Australians	2
/m/01tyl3	Vietnamese Americans	3
/m/02vkd28	Haitian American	4
/m/0647lm	Pakistani American	3
/m/0bvnws	Kabyle people	1
/m/07lv5x	Bahamian Americans	2
/m/02r3wfk	British Jamaican	2
/m/02qv716	French-speaking Quebecer	1
/m/01nft3	Assyrian people	3
/m/031_sd	rajput	3
/m/0ffhvl	Turkish Americans	1
/m/07s49c2	Chileans in the United Kingdom	4
/m/03hf_6z	Gibraltarian people	1
/m/0d8qls	Sri Lankan Americans	3
/m/03fk0c	Icelanders	1
/m/01crfj	Copts	1
/m/021pd	Choctaw	5
/m/0bms44	Louisiana Creole people	1
/m/07s9g04	Latin American migration to the United Kingdom	4
/m/03ty8_	Lithuanian Jews	1
/m/02rdfpy	Salvadoran Americans	4
/m/02vys3l	Venezuelan Americans	4
/m/03fvrb	Khatri	3
/m/04pnf	Latino	4
/m/0bvjpj	Nigerian American	2
/m/039z49	Dinka people	2
/m/01_5cg	Apache	5
/m/03q819	Yugoslavs	1
/m/013s41	Bulgarians	1
/m/03x1x	Haudenosaunee Confederacy	5
/m/05cc9h	Somalis	2
/m/03m9my8	Arab Mexican	1
/m/0165md	Ryukyuan people	3
/m/0gtwjz6	Canadian Australian	1
/m/01hm_	Bohemian	1
/m/03zcwh	Ukrainian Canadians	1
/m/04lgl9t	Austrians in the United Kingdom	1
/m/067lv3	Dutch Canadians	1
/m/0ftlzz	Luxembourgish Americans	1
/m/06y24j	Iranian American	1
/m/02m0kh	Mandinka people	2
/m/01l0ty	Tibetan people	3
/m/03cmqbt	Spanish people of Filipino ancestry	3
/m/0g5rkt4	Corsicans	1
/m/02dd5z	Acehnese people	3
/m/01gr8h	Sherpa	3
/m/01vr3v	Romanians	1
/m/09g34_	Malagasy people	2
/m/09cd0m	Filipino mestizo	3
/m/03h11s3	Indian Australian	3
/m/05ms3p0	Punjabi diaspora	3
/m/04lfc70	Armenians in Italy	1
/m/06dy2k	Serbs of Bosnia and Herzegovina	1
/m/013z8m	Manchu	3
/m/0ftwg	Buryats	3
/m/0fk55	Cheyennes	5
/m/06bkf	Quebeckers	1
/m/0c_lbq	Armenians in Russia	1
/m/0301xt	Dene	5
/m/01kb9y	multiracial people	2	3	4	5
/m/042199j	Spanish immigration to Mexico	4
/m/0br_9j	Romani people in Spain	1
/m/032m0b	Chettiar	3
/m/05y2yj	Baltic Russians	1
/m/01f9bg	Inupiat people	5
/m/04hqxn	Transylvanian Saxons	1
/m/068y7m	Greek Australian	1
/m/06w4lv	Indo-Guyanese	3
/m/0ffk5n	Latvian American	1
/m/03gy1h2	Panamanian American	4
/m/04wysy	Dalit	3
/m/04fh1b	Blasians	2	3
/m/01h4n	Basque people	1
/m/044bp_	Indo Caribbeans	5
/m/0dtkkb	British African Caribbean people	2
/m/0fp4n	Tatars	1
/m/0166vx	Tejano	4
/m/047q05d	Lebanese people in the United Kingdom	1
/m/0c50f	Métis	5
/m/01srl7	Ossetians	1
/m/03lnnd	Thai Americans	3
/m/04118b	German Brazilians	1
/m/01gby2	Zhuang people	3
/m/0dn1_0	Italian immigration to Mexico	1
/m/097r55	Manx people	1
/m/035b50	Japanese Brazilians	3
/m/01hphz	Indian diaspora	3
/m/033fjj	Ho-Chunk	3
/m/0b3zsn	Greeks in the United Kingdom	1
/m/04lhnps	Barbadian American	2
/m/08c25t	Wolof people	2
/m/05sng	culture of Palestine	1
/m/05bzpzx	Czech Australians	1
/m/064rb5l	Israeli Jews	1
/m/01km_m	Slovenes	1
/m/059v8	Nez Perce people	5
/m/03b_13l	Swedish Australian	1
/m/09c8kp	Afro-Guyanese	2
/m/05ztd1	Dogra	3
/m/04c28	Kurds	1
/m/03sk2	demographics of Iraq	1
/m/03hjx6f	Black Hispanic and Latino Americans	2	3
/m/027936c	Gin people	3
/m/03nvq	Hazaras	3
/m/03nz70	Hutsuls	1
/m/01g3rx	Aymara	3
/m/02wz7j	Oneida	5
/m/033qt1	Azerbaijanis	1
/m/08j1fb	Bangladeshi American	3
/m/07wsyr	Thai people	3
/m/06vb7b	Iranian Canadians	1
/m/012fh	Afrikaners	2
/m/09r2kh	peoples of the Caucasus	1
/m/02ry8mk	Sierra Leone Creole people	2
/m/029q52	Georgians	1
/m/026d074	Goans	3
/m/013y54	Han Chinese people	3
